"md5_email"|"year"|"week"|"day"|"V01"|"V02"|"V03"|"V04"|"V05"|"V06"|"V07"|"V08"|"V09"|"V10"|"V11"|"V12"|"V13"|"V14"|"V15"|"V16"|"V17"|"V18"|"V19"|"V20"|"V21"|"V22"|"V23"|"V24"|"V25"|"V26"|"V27"|"V28"|"V29"|"V30"|"V31"|"V32"|"V33"|"V34"|"V35"|"V36"|"V37"|"V38"|"V39"|"V40"|"V41"|"V42"|"V43"|"V44"|"V45"|"V46"|"V47"|"V48"|"V49"|"V50"|"V51"|"V52"|"V53"|"V54"|"V55"|"V56"|"V57"|"V58"|"V59"|"V60"
"0bcf8b6e7dd036414d56c73c7728bea6"|2017|52|363|3.4|4.2|1.8|5|4.2|2.6|5|2.6|3.4|4.2|3.4|3.4|5|5|4.2|3.4|3.4|3.4|4.2|1.8|3.4|4.2|3.4|4.2|1.8|3.4|4.2|3.4|4.2|3.4|5|4.2|3.4|4.2|4.2|3.4|5|5|2.6|4.2|5|5|5|3.4|3.4|3.4|2.6|3.4|4.2|4.2|5|4.2|2.6|3.4|3.4|4.2|4.2|4.2|5|2.6
"a851d1829c9cd72dd3af4608a75973d4"|2017|52|363|5|5|1.8|4.2|3.4|4.2|5|1.8|3.4|5|3.4|4.2|4.2|4.2|3.4|4.2|5|4.2|4.2|3.4|4.2|2.6|5|3.4|1.8|5|4.2|3.4|1.8|4.2|4.2|4.2|4.2|4.2|3.4|4.2|2.6|5|4.2|1.8|4.2|5|1.8|1.8|3.4|2.6|3.4|4.2|4.2|1.8|1.8|4.2|4.2|5|5|5|2.6|4.2|4.2|3.4
"0f64225114fa8a00d1719808355f12ed"|2017|52|363|5|5|1|4.2|4.2|3.4|5|3.4|5|5|4.2|5|5|5|5|3.4|4.2|4.2|5|3.4|5|4.2|4.2|2.6|2.6|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|5|4.2|4.2|5|5|5|5|5|5|3.4|5|4.2|2.6|5|3.4|4.2|2.6|5|4.2|5|4.2|3.4|4.2|3.4|4.2|4.2|3.4
"1ab6235040c40275e288026dbd2605b4"|2017|52|363|5|2.6|2.6|1.8|3.4|2.6|4.2|2.6|4.2|1.8|2.6|2.6|3.4|2.6|4.2|4.2|4.2|3.4|3.4|3.4|3.4|3.4|4.2|2.6|2.6|4.2|4.2|2.6|3.4|4.2|3.4|4.2|3.4|3.4|1.8|4.2|3.4|4.2|2.6|4.2|3.4|4.2|2.6|3.4|2.6|1.8|2.6|3.4|2.6|5|4.2|2.6|4.2|2.6|2.6|4.2|3.4|1.8|3.4|3.4
"d5f3b59abdfdf599547170b25c5f08d9"|2017|52|363|2.6|2.6|3.4|3.4|3.4|3.4|3.4|2.6|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|2.6|2.6|3.4|3.4|2.6|1.8|3.4|2.6|2.6|2.6|3.4|4.2|3.4|3.4|4.2|3.4|4.2|2.6|4.2|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|2.6|3.4|3.4|3.4|4.2|4.2|3.4|2.6|3.4|3.4|4.2|3.4|3.4
"e90daeb5146266e78f26490b734fe1f3"|2017|52|363|4.2|4.2|3.4|4.2|5|4.2|5|4.2|4.2|4.2|3.4|5|4.2|4.2|5|4.2|4.2|4.2|4.2|1.8|3.4|5|4.2|3.4|1.8|5|1.8|4.2|1.8|4.2|4.2|3.4|4.2|4.2|3.4|5|2.6|5|5|4.2|4.2|4.2|2.6|3.4|3.4|5|4.2|4.2|4.2|2.6|5|4.2|4.2|4.2|3.4|4.2|2.6|5|4.2|4.2
"e63e9441908f2749a1519e340c1b1a08"|2017|52|363|5|5|1|5|5|4.2|5|1|5|5|5|4.2|5|5|1.8|5|4.2|4.2|4.2|1.8|5|5|5|3.4|3.4|5|5|4.2|4.2|2.6|5|4.2|3.4|5|5|4.2|5|5|4.2|4.2|5|5|4.2|5|4.2|4.2|5|3.4|5|4.2|4.2|5|4.2|2.6|1.8|4.2|5|5|5|3.4
"d1791d1bff9a15f85e04eee7dccf7d5f"|2017|52|363|3.4|2.6|2.6|5|4.2|1.8|5|3.4|3.4|5|1.8|5|2.6|5|3.4|2.6|4.2|3.4|2.6|2.6|3.4|4.2|4.2|2.6|2.6|5|4.2|2.6|2.6|3.4|4.2|5|4.2|5|5|4.2|1.8|5|4.2|3.4|5|4.2|2.6|3.4|2.6|4.2|2.6|3.4|2.6|1.8|2.6|4.2|3.4|3.4|2.6|1.8|3.4|3.4|3.4|4.2
"4f4b77a3376f2cca9c86712cadf12728"|2017|52|362|3.4|3.4|3.4|4.2|5|4.2|4.2|4.2|5|4.2|1.8|2.6|4.2|4.2|3.4|5|5|5|3.4|1.8|2.6|2.6|5|2.6|1|5|5|4.2|3.4|3.4|5|5|4.2|5|4.2|4.2|2.6|5|5|5|5|4.2|3.4|3.4|4.2|4.2|5|4.2|4.2|5|3.4|5|5|4.2|2.6|5|3.4|5|3.4|4.2
"cdaa62471e991b3e957566b3b688ea00"|2017|52|362|5|5|1|4.2|4.2|5|2.6|3.4|5|5|1.8|4.2|1.8|5|2.6|5|5|2.6|3.4|1|1|5|5|2.6|1.8|5|2.6|2.6|3.4|3.4|4.2|3.4|5|4.2|1.8|5|1.8|5|5|2.6|1|5|3.4|5|5|4.2|5|1|2.6|5|5|5|5|5|1.8|5|4.2|5|1.8|3.4
"9a7a2c81aceb7cd2316d637b76c4e911"|2017|52|361|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
"392ce1207d768213c4c7c2716be50eba"|2017|50|349|3.4|3.4|3.4|5|4.2|4.2|5|3.4|5|3.4|3.4|3.4|3.4|4.2|5|5|5|4.2|3.4|1.8|3.4|4.2|4.2|4.2|2.6|4.2|3.4|4.2|4.2|5|3.4|3.4|4.2|5|3.4|5|2.6|4.2|3.4|4.2|4.2|3.4|4.2|3.4|5|5|5|4.2|4.2|4.2|3.4|5|5|4.2|5|5|5|4.2|4.2|5
"aff9a5ec5ca3624a4d8b44dd1da71a72"|2017|45|310|3.4|4.2|1|5|5|2.6|4.2|2.6|5|5|1.8|2.6|4.2|5|3.4|4.2|5|5|4.2|1|3.4|3.4|5|4.2|1|2.6|5|3.4|1|3.4|5|4.2|3.4|3.4|3.4|5|1|2.6|3.4|5|5|5|5|5|5|5|5|3.4|3.4|5|5|1|5|5|3.4|5|3.4|5|5|3.4
"21424a44b69b0d21b1fbc7e1b371c1f7"|2017|45|310|3.4|5|1|5|5|5|5|1|5|4.2|1|5|3.4|5|5|5|5|5|2.6|1|3.4|4.2|5|5|2.6|5|5|1.8|2.6|5|3.4|5|5|5|5|5|1.8|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
"1f7454760cd247d95c686966e9306fb3"|2017|37|257|4.2|4.2|1.8|4.2|5|3.4|4.2|4.2|5|4.2|1|2.6|3.4|5|4.2|5|5|4.2|4.2|1|1|3.4|5|4.2|1|5|4.2|5|1.8|3.4|3.4|4.2|5|4.2|3.4|5|3.4|4.2|5|5|3.4|5|4.2|4.2|4.2|5|5|5|4.2|3.4|5|4.2|5|5|3.4|4.2|4.2|4.2|4.2|4.2
"b7d401026e0e5caab0f71a1c27ff860b"|2017|24|166|1|5|3.4|5|5|5|2.6|1|5|3.4|1|1|1|3.4|5|5|5|5|3.4|1|1|3.4|5|5|1|5|3.4|5|1|5|3.4|5|5|1|3.4|5|1|5|5|5|1|5|5|3.4|3.4|5|5|5|3.4|4.2|1|3.4|5|5|3.4|5|1|5|1|5
"e5296ab8d36be541e085c9af853214e9"|2017|8|54|4.2|2.6|3.4|4.2|4.2|4.2|4.2|2.6|4.2|3.4|2.6|4.2|3.4|4.2|3.4|3.4|4.2|5|3.4|3.4|4.2|4.2|4.2|4.2|1.8|5|4.2|3.4|4.2|4.2|1.8|2.6|2.6|2.6|2.6|2.6|2.6|2.6|1.8|2.6|2.6|2.6|1.8|2.6|2.6|2.6|2.6|2.6|2.6|3.4|2.6|1.8|2.6|2.6|2.6|2.6|3.4|2.6|2.6|2.6
"41bb40d5a3c430cef270cdbd14abc8ff"|2016|42|295|1.8|5|1|5|4.2|4.2|5|4.2|4.2|5|3.4|5|4.2|5|5|4.2|5|1.8|4.2|1.8|4.2|4.2|4.2|2.6|2.6|3.4|4.2|4.2|4.2|4.2|4.2|5|4.2|2.6|3.4|3.4|4.2|5|5|5|5|5|4.2|5|3.4|3.4|3.4|4.2|4.2|1|3.4|5|5|5|3.4|4.2|4.2|1.8|5|1.8
"ed8d7c57764769ca55172dee02c7f3b6"|2016|26|183|5|5|1|5|5|5|5|5|5|5|1|3.4|5|5|5|5|5|5|5|1|1|5|5|5|1|5|5|5|1|5|5|5|5|5|5|5|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
"01df0c34bd0e8bbcd04119d6679fa4fc"|2016|26|180|4.2|3.4|2.6|5|5|3.4|4.2|1.8|5|4.2|1|3.4|4.2|4.2|4.2|5|5|5|3.4|1.8|3.4|5|5|4.2|1|5|3.4|4.2|1|4.2|5|2.6|5|4.2|2.6|5|2.6|4.2|5|4.2|4.2|4.2|5|5|5|5|5|4.2|4.2|4.2|5|5|5|5|4.2|5|4.2|5|4.2|3.4
"8a48ee4e95a0ed8f12b6ad25129118e8"|2016|25|173|5|4.2|1.8|5|4.2|5|5|4.2|5|5|1.8|1.8|3.4|5|5|5|5|3.4|4.2|2.6|3.4|2.6|5|5|1|5|4.2|3.4|1.8|5|4.2|3.4|4.2|5|3.4|5|3.4|3.4|5|5|1.8|5|4.2|5|2.6|5|5|5|3.4|3.4|3.4|5|5|5|4.2|5|5|5|2.6|4.2
"d04ae74ae8b0356e77ac23e65d278cfb"|2016|15|104|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
"6aa0a31d3b483841486a902d8483a53d"|2016|15|102|1.8|3.4|1.8|3.4|5|4.2|5|5|5|5|1.8|1|5|5|5|5|5|5|4.2|1.8|1|5|5|4.2|2.6|4.2|4.2|3.4|2.6|5|3.4|4.2|5|4.2|4.2|5|1.8|3.4|4.2|4.2|3.4|2.6|4.2|4.2|5|4.2|5|4.2|4.2|2.6|4.2|4.2|5|5|4.2|4.2|4.2|4.2|5|4.2
"f39cb193790e807b09396dcd2f834392"|2016|14|101|2.6|3.4|2.6|5|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|2.6|3.4|5|4.2|4.2|2.6|4.2|3.4|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|3.4|3.4|3.4|4.2|2.6|3.4|3.4|3.4|4.2|3.4|3.4|3.4|2.6|5|2.6
"596092ffe17b10a6d311f253440d90b2"|2016|4|26|3.4|5|1.8|5|5|5|5|3.4|5|5|1|3.4|4.2|5|5|5|5|4.2|3.4|1|2.6|5|5|5|1|4.2|3.4|4.2|1.8|5|5|4.2|3.4|5|2.6|5|3.4|3.4|5|4.2|5|5|5|5|5|4.2|3.4|5|5|4.2|3.4|5|5|5|3.4|5|4.2|5|5|3.4
"dce5f486152a570ea9afe44ccf5e3856"|2015|46|324|4.2|4.2|3.4|4.2|3.4|4.2|3.4|2.6|5|3.4|3.4|4.2|3.4|3.4|3.4|4.2|5|4.2|2.6|2.6|3.4|4.2|4.2|3.4|3.4|4.2|4.2|2.6|3.4|4.2|1.8|3.4|4.2|1.8|2.6|3.4|1.8|1.8|4.2|3.4|1.8|1.8|1.8|1.8|1.8|1|4.2|3.4|1|2.6|1.8|3.4|4.2|1.8|3.4|4.2|2.6|4.2|3.4|3.4
"e49b1f4ae35ab6be12293f2a73a8679b"|2015|40|278|2.6|1.8|2.6|4.2|3.4|3.4|4.2|3.4|4.2|3.4|2.6|3.4|3.4|1.8|4.2|3.4|4.2|4.2|3.4|1.8|1.8|4.2|1.8|4.2|1|5|1.8|2.6|1.8|2.6|4.2|2.6|3.4|3.4|4.2|4.2|3.4|4.2|4.2|3.4|3.4|4.2|3.4|3.4|2.6|3.4|2.6|2.6|3.4|2.6|3.4|4.2|3.4|2.6|1.8|2.6|2.6|3.4|4.2|2.6
"f9c03253da522460387fe901a8340984"|2015|30|212|2.6|3.4|2.6|5|4.2|3.4|5|4.2|4.2|3.4|1.8|4.2|1.8|4.2|4.2|4.2|4.2|4.2|3.4|1.8|2.6|5|5|5|4.2|4.2|4.2|4.2|1.8|4.2|2.6|5|4.2|4.2|3.4|4.2|1.8|4.2|5|3.4|3.4|4.2|4.2|5|4.2|5|5|4.2|5|3.4|3.4|4.2|5|4.2|3.4|5|4.2|5|3.4|4.2
"5333c5d7ad5c32fb6fb1dd39ef79e01b"|2015|28|197|4.2|3.4|2.6|5|4.2|4.2|3.4|4.2|4.2|3.4|1.8|1.8|3.4|3.4|4.2|4.2|4.2|4.2|3.4|3.4|3.4|4.2|4.2|3.4|2.6|3.4|3.4|4.2|2.6|3.4|2.6|4.2|4.2|4.2|4.2|4.2|1.8|4.2|4.2|3.4|3.4|3.4|2.6|3.4|4.2|4.2|4.2|4.2|3.4|2.6|2.6|3.4|5|5|3.4|4.2|2.6|4.2|2.6|4.2
"7523b7527d7cb81ebac068bbc0999d88"|2015|26|184|1.8|3.4|1|4.2|4.2|2.6|4.2|4.2|5|3.4|1.8|1.8|3.4|4.2|5|5|5|3.4|3.4|1.8|2.6|4.2|4.2|5|1|5|3.4|3.4|2.6|4.2|5|2.6|4.2|2.6|3.4|4.2|2.6|4.2|4.2|3.4|4.2|4.2|2.6|5|5|5|5|4.2|2.6|3.4|3.4|5|5|5|3.4|5|4.2|5|4.2|5
"949334ba01e930629e04bbe43ae7d939"|2015|20|141|3.4|3.4|1|5|4.2|3.4|3.4|2.6|4.2|3.4|3.4|2.6|5|4.2|4.2|5|5|4.2|5|2.6|2.6|5|5|5|1|5|5|5|1|4.2|5|4.2|5|3.4|4.2|5|2.6|5|5|4.2|3.4|4.2|4.2|4.2|4.2|3.4|4.2|4.2|5|4.2|5|5|4.2|5|3.4|4.2|4.2|5|4.2|4.2
"81ceafa444f9debd36b322d9bfdcd0ce"|2015|16|115|2.6|4.2|1.8|5|5|5|5|4.2|5|5|1.8|2.6|3.4|4.2|5|4.2|4.2|4.2|3.4|1.8|1.8|5|5|5|1.8|5|3.4|4.2|2.6|4.2|5|4.2|4.2|5|4.2|5|3.4|5|5|5|4.2|3.4|4.2|5|5|5|5|3.4|4.2|1.8|2.6|4.2|5|5|4.2|5|4.2|5|4.2|3.4
"1102deefd75cde4ca72d8e10a7f78d50"|2015|16|113|5|4.2|1.8|5|5|4.2|5|3.4|5|2.6|1.8|4.2|3.4|3.4|4.2|3.4|4.2|5|2.6|1|1|4.2|4.2|5|1|5|1.8|5|2.6|4.2|4.2|1|5|1.8|5|5|5|5|5|1|5|4.2|1.8|1.8|5|5|3.4|5|2.6|1|3.4|5|5|5|1.8|5|1.8|5|5|5
"d30b7d110d21bf3f3c9d7c24d089d1b4"|2015|12|82|3.4|5|1|5|4.2|3.4|4.2|3.4|5|5|1.8|3.4|4.2|5|4.2|5|4.2|5|4.2|1.8|3.4|3.4|5|4.2|1.8|5|4.2|3.4|2.6|4.2|5|5|4.2|4.2|5|5|4.2|5|5|5|5|4.2|5|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|5|5|5|5|4.2|5|5|4.2
"8e4313e576e1e8bfb0c2bd54c2f93fde"|2015|6|43|5|5|1|5|5|5|1.8|4.2|5|5|1|3.4|3.4|5|1.8|3.4|5|5|2.6|1.8|1|5|5|3.4|2.6|3.4|2.6|5|1.8|5|2.6|4.2|2.6|4.2|1|4.2|1|4.2|4.2|3.4|2.6|1.8|5|4.2|5|4.2|5|5|2.6|1.8|5|2.6|5|5|4.2|5|1.8|4.2|3.4|5
"06da8174757feffd764c7232f965cd7a"|2015|4|28|3.4|1|1.8|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|4.2|5|1.8|4.2|4.2|5|5|5|1|2.6|4.2|4.2|2.6|3.4|5|3.4|5|3.4|3.4|4.2|3.4|3.4|3.4|2.6|4.2|2.6|4.2|4.2|3.4|5|4.2|3.4|4.2|4.2|4.2|4.2|3.4|3.4|2.6|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|3.4|4.2
"b78fbcb23b49de9cc9367ffc7ec797fd"|2015|4|28|5|3.4|4.2|3.4|5|4.2|4.2|4.2|5|3.4|3.4|5|4.2|4.2|3.4|5|5|5|4.2|3.4|1.8|5|5|4.2|4.2|5|5|4.2|5|3.4|4.2|4.2|5|4.2|5|5|3.4|5|3.4|2.6|4.2|5|2.6|2.6|4.2|4.2|5|5|3.4|4.2|5|2.6|4.2|3.4|2.6|5|5|5|5|4.2
"a5df775506e77027b887524f15d40e37"|2015|3|24|2.6|1.8|1.8|3.4|4.2|3.4|3.4|1.8|5|3.4|2.6|1.8|1.8|1.8|5|3.4|4.2|1.8|1.8|2.6|2.6|4.2|4.2|5|1|3.4|1.8|2.6|3.4|3.4|3.4|2.6|4.2|1.8|3.4|4.2|3.4|4.2|3.4|2.6|1.8|1|2.6|4.2|4.2|5|4.2|4.2|2.6|1|3.4|3.4|4.2|4.2|5|4.2|1.8|5|4.2|4.2
"2eec369d2b95863a0aad33c26a50b811"|2015|3|24|3.4|4.2|2.6|4.2|4.2|4.2|4.2|2.6|4.2|4.2|1.8|2.6|3.4|5|4.2|4.2|4.2|4.2|2.6|1.8|2.6|2.6|4.2|3.4|1.8|3.4|1.8|3.4|2.6|4.2|3.4|4.2|5|5|2.6|5|5|5|4.2|5|1.8|5|2.6|3.4|3.4|5|5|5|2.6|3.4|5|5|5|5|5|5|5|5|3.4|5
"9c2924283fd4fdd6b0653e5276f69b13"|2014|51|356|3.4|5|1|5|5|4.2|5|3.4|5|2.6|1.8|2.6|3.4|5|4.2|5|5|5|4.2|1|2.6|5|4.2|5|1.8|5|3.4|5|3.4|4.2|3.4|4.2|3.4|3.4|3.4|4.2|3.4|5|5|5|4.2|4.2|3.4|5|3.4|5|5|5|5|3.4|3.4|5|5|5|3.4|5|5|5|5|4.2
"6a709648473ab966620070c3a276d921"|2014|47|328|3.4|4.2|1|5|5|3.4|4.2|1|4.2|3.4|1|3.4|2.6|3.4|3.4|4.2|4.2|4.2|1.8|1.8|1|4.2|4.2|4.2|5|4.2|4.2|1.8|1|4.2|1|3.4|3.4|3.4|3.4|4.2|1|4.2|4.2|4.2|1|3.4|4.2|1|4.2|4.2|4.2|4.2|4.2|4.2|1.8|4.2|4.2|4.2|4.2|4.2|2.6|4.2|1.8|4.2
"5e7dac1cad94ffda5ed89ea997138483"|2014|46|326|3.4|4.2|3.4|5|4.2|3.4|4.2|2.6|4.2|3.4|3.4|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|2.6|3.4|4.2|5|4.2|1.8|4.2|4.2|4.2|2.6|3.4|5|4.2|3.4|4.2|4.2|5|3.4|4.2|3.4|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|5|4.2
"d75f4fa9ff213f380b0adff880fded73"|2014|30|209|2.6|3.4|2.6|4.2|4.2|4.2|5|3.4|4.2|3.4|4.2|2.6|3.4|4.2|4.2|5|4.2|3.4|2.6|3.4|3.4|4.2|4.2|4.2|3.4|4.2|3.4|4.2|4.2|3.4|4.2|3.4|5|3.4|4.2|4.2|3.4|4.2|4.2|4.2|3.4|3.4|3.4|4.2|4.2|3.4|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|3.4|3.4|3.4|3.4|4.2|3.4
"0c12fcbb1bcf6098768249a2f6664187"|2014|19|137|4.2|5|2.6|3.4|4.2|4.2|2.6|3.4|4.2|4.2|1.8|3.4|2.6|4.2|2.6|4.2|4.2|4.2|1.8|1.8|1.8|4.2|5|4.2|3.4|3.4|3.4|4.2|2.6|4.2|3.4|2.6|3.4|3.4|3.4|3.4|1.8|4.2|2.6|3.4|2.6|3.4|4.2|3.4|2.6|4.2|3.4|3.4|1.8|2.6|3.4|4.2|4.2|4.2|3.4|3.4|3.4|3.4|2.6|2.6
"ceb6e026fbc1294cf0cdfba07a25e280"|2014|16|111|5|5|1|5|5|1.8|5|5|5|5|1|1.8|5|5|5|5|5|5|4.2|1|1.8|4.2|5|5|1|5|2.6|5|2.6|5|5|5|5|5|5|5|3.4|5|5|5|3.4|5|5|5|5|5|5|5|5|4.2|5|5|5|5|3.4|5|3.4|5|4.2|4.2
"96b95e2fa5759e2968163f304f2ea142"|2014|16|111|2.6|3.4|1.8|3.4|4.2|3.4|3.4|3.4|4.2|4.2|2.6|2.6|4.2|5|4.2|4.2|4.2|5|3.4|1.8|3.4|4.2|4.2|3.4|2.6|4.2|3.4|4.2|3.4|4.2|4.2|3.4|3.4|4.2|4.2|4.2|2.6|4.2|5|4.2|3.4|3.4|4.2|4.2|4.2|4.2|2.6|3.4|4.2|2.6|2.6|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|5
"b5b877cf03d2b7bc8e88f95e196b4357"|2014|9|65|3.4|5|1|5|5|4.2|4.2|3.4|5|5|3.4|4.2|4.2|5|4.2|5|5|5|4.2|1|3.4|2.6|5|5|1.8|4.2|4.2|3.4|2.6|4.2|3.4|5|5|5|4.2|5|2.6|5|5|5|3.4|5|4.2|4.2|5|4.2|5|5|4.2|3.4|4.2|5|5|5|3.4|5|5|5|5|5
"060b81f493740a308e49aba5297e57fe"|2014|9|64|3.4|3.4|1.8|4.2|4.2|3.4|3.4|4.2|5|4.2|1.8|2.6|2.6|5|5|5|5|4.2|1.8|1.8|2.6|5|5|5|3.4|4.2|4.2|2.6|2.6|4.2|3.4|3.4|4.2|3.4|3.4|3.4|1.8|3.4|4.2|3.4|3.4|4.2|3.4|3.4|1.8|3.4|3.4|4.2|3.4|1.8|2.6|3.4|3.4|4.2|2.6|3.4|3.4|2.6|3.4|3.4
"7c82900fc67c52db45b9f458031e5ed0"|2014|9|64|5|3.4|3.4|3.4|4.2|4.2|4.2|3.4|4.2|3.4|2.6|2.6|2.6|4.2|4.2|4.2|4.2|5|2.6|3.4|3.4|5|5|4.2|1.8|5|1.8|2.6|3.4|4.2|4.2|1.8|3.4|2.6|3.4|5|3.4|5|5|3.4|2.6|4.2|4.2|4.2|4.2|4.2|5|2.6|4.2|3.4|3.4|4.2|5|3.4|4.2|5|3.4|4.2|3.4|3.4
"c1f135b136ec29719bec468ba231f573"|2013|40|284|3.4|3.4|3.4|2.6|4.2|4.2|3.4|4.2|3.4|4.2|1.8|2.6|3.4|2.6|2.6|3.4|4.2|3.4|4.2|2.6|3.4|3.4|3.4|3.4|2.6|4.2|3.4|2.6|2.6|4.2|3.4|4.2|4.2|1.8|3.4|4.2|1.8|3.4|4.2|1.8|4.2|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|2.6|2.6|3.4|4.2|3.4|1.8|3.4|3.4|4.2|1.8|3.4
"89dd1ba0e6d79c5a65e01b86f431fdc6"|2013|40|283|2.6|4.2|1.8|4.2|4.2|5|3.4|4.2|4.2|3.4|3.4|1.8|3.4|4.2|5|4.2|5|4.2|4.2|2.6|2.6|3.4|5|3.4|2.6|4.2|3.4|4.2|3.4|4.2|4.2|3.4|4.2|3.4|2.6|4.2|2.6|4.2|3.4|4.2|5|3.4|3.4|4.2|5|4.2|5|4.2|4.2|3.4|2.6|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2
"3605e776744be0d11583305b0ede6419"|2013|40|280|4.2|4.2|1.8|4.2|5|2.6|4.2|2.6|3.4|4.2|2.6|3.4|3.4|4.2|3.4|4.2|3.4|5|3.4|1|1.8|3.4|5|3.4|2.6|3.4|4.2|1.8|1.8|3.4|3.4|3.4|5|3.4|3.4|5|1.8|4.2|4.2|3.4|1.8|4.2|4.2|3.4|4.2|4.2|5|1.8|3.4|4.2|4.2|4.2|4.2|4.2|1|5|4.2|5|4.2|2.6
"fa15aa08a023c15e5d0e6bcf69da16a3"|2013|39|274|3.4|3.4|4.2|5|5|4.2|4.2|4.2|5|4.2|5|3.4|4.2|4.2|5|4.2|4.2|5|4.2|1.8|2.6|5|4.2|4.2|1.8|4.2|4.2|3.4|3.4|5|5|5|5|4.2|5|5|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|3.4|5|4.2|4.2|4.2|4.2|4.2|4.2|5|3.4
"248db6b071b252f2f0860d599353cc67"|2013|39|273|5|3.4|1.8|4.2|4.2|3.4|3.4|2.6|4.2|4.2|1.8|5|5|4.2|4.2|4.2|4.2|4.2|5|2.6|2.6|4.2|4.2|3.4|1|5|4.2|4.2|3.4|3.4|5|4.2|4.2|4.2|3.4|5|2.6|3.4|5|5|4.2|3.4|4.2|4.2|4.2|4.2|5|4.2|3.4|2.6|3.4|5|4.2|4.2|3.4|3.4|4.2|4.2|3.4|3.4
"2dab4626f67f33ba0d518e9bc7a7f398"|2013|39|273|1.8|1.8|3.4|3.4|5|3.4|5|5|4.2|4.2|2.6|4.2|2.6|2.6|3.4|4.2|4.2|4.2|2.6|1.8|1.8|4.2|4.2|5|1|4.2|3.4|5|1.8|4.2|4.2|2.6|4.2|3.4|2.6|3.4|2.6|3.4|4.2|3.4|2.6|3.4|3.4|4.2|4.2|4.2|4.2|5|3.4|3.4|3.4|4.2|4.2|4.2|4.2|3.4|3.4|2.6|2.6|3.4
"eb5b92f63b5fffce8eca24be070af1b3"|2013|36|252|2.6|2.6|4.2|4.2|4.2|3.4|3.4|4.2|4.2|3.4|2.6|3.4|3.4|2.6|4.2|4.2|4.2|3.4|4.2|2.6|1|4.2|3.4|4.2|1.8|4.2|4.2|3.4|4.2|4.2|3.4|4.2|3.4|3.4|4.2|3.4|2.6|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|1.8|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|4.2|3.4|3.4|4.2|3.4|3.4
"24f277408f1813999a92f3345f8c9db5"|2013|35|251|4.2|2.6|3.4|2.6|4.2|2.6|3.4|4.2|4.2|4.2|3.4|4.2|4.2|4.2|2.6|4.2|4.2|4.2|2.6|3.4|3.4|4.2|4.2|3.4|2.6|4.2|4.2|1.8|5|4.2|3.4|2.6|2.6|4.2|4.2|3.4|4.2|3.4|2.6|3.4|4.2|4.2|3.4|4.2|2.6|4.2|4.2|2.6|4.2|4.2|4.2|4.2|2.6|4.2|2.6|3.4|2.6|3.4|3.4|2.6
"66b467f252152ce7a0b885f1de86e451"|2013|35|248|3.4|4.2|1|5|5|3.4|5|2.6|5|5|2.6|4.2|4.2|5|4.2|5|5|5|5|1|2.6|5|5|5|1|5|4.2|4.2|2.6|5|5|5|5|4.2|5|5|4.2|5|5|4.2|4.2|5|5|5|5|5|5|4.2|4.2|3.4|4.2|4.2|5|5|3.4|5|5|5|5|5
